UASG,Modalidade da Licitação,Número do Aviso da Licitação,Identificador da Licitação,Tipo do Pregão,Situação do Aviso,Objeto,Informações Gerais,Número do Processo,Tipo de Recurso,Número de Itens na Licitação,Nome do Responsável,Função do Responsável,Data de Entrega do Edital,Endereço de Entrega do Edital,Data de Abertura da Proposta,Data de Entrega da Proposta,Data de Publicação,Itens da licitação > uri
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000030/2008,15322905000302008,Presencial,Publicado,Serviço de Engenharia Elaboração de Pro Serviço de Engenharia Elaboração de Projetos,,23000074390200815,Nacional,9,VANDERLEI KUIPERS,Pregoeiro,25/09/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal_51 - /RO,,09/10/2008 09:00,25/09/2008,/licitacoes/id/licitacao/15322905000302008/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000030/2009,15322905000302009,Presencial,Publicado,Aquisisão de uniformes esportivos,,23000062454200916,Nacional,6,RENATO MARCOS SANDI SILVA,Pregoeiro,10/09/2009 08:30,Rod 399 km 05 - Zona rural/RO,,22/09/2009 10:00,10/09/2009,/licitacoes/id/licitacao/15322905000302009/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000031/1999,15322901000311999,,Divulgado,Contratação de Serviço para Construção de Bueiro Duplo Celular e Fornecimento de  Gabiões.,,3000061787/99-95,Nacional,4,,,08/12/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,16/12/1999 08:00,,/licitacoes/id/licitacao/15322901000311999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000031/2006,15322905000312006,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Apli ts e Switchs,,23000062457200615,Nacional,3,MARIA ROSA SANTOS SILVA,Pregoeira,17/11/2006 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,29/11/2006 10:00,17/11/2006 08:00,17/11/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000031/2007,15322905000312007,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de pin tos de corte, frangas para postura, codorna e coelhos",,23000062461200756,Nacional,8,MARIA ROSA SANTOS SILVA,Pregoeira,10/10/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,25/10/2007 10:00,10/10/2007 08:00,10/10/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000031/2008,15322905000312008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mater ial de Construção e Hidraulico,,23000074438200895,Nacional,96,VANDERLEI KUIPERS,Pregoeiro,24/09/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,07/10/2008 10:00,24/09/2008 08:00,24/09/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000031/2009,15322905000312009,Eletrônico,Publicado,Pregão Eletrônico Aqwuisição de Mate sial de Acondicionamento e Embalagem,,23000062502200976,Nacional,116,VANDERLEI KUIPERS,Pregoeiro,28/10/2009 08:00,Instituto Federal de Rondonia Campus de Colorado do Oeste cx postal 51 - Zona Rural/RO,10/11/2009 10:00,28/10/2009 08:00,28/10/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000032/2006,15322905000322006,Eletrônico,Publicado,Pregão Eletrônico Aquisição de medi camentos,,23000062475200699,Nacional,17,MARIA ROSA SANTOS SILVA,Pregoeira,05/12/2006 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,19/12/2006 10:00,05/12/2006 08:00,05/12/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000032/2007,15322905000322007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Acom dicionamento e Embalagens,,23000062460200710,Nacional,59,MARIA ROSA SANTOS SILVA,Pregoeira,17/10/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,29/10/2007 10:00,17/10/2007 08:00,17/10/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000032/2008,15322905000322008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mater sais para Embutidos e Defumados,,23000074441200817,Nacional,29,VANDERLEI KUIPERS,Pregoeiro,22/10/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,03/11/2008 11:00,22/10/2008 08:00,21/10/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000032/2009,15322905000322009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mater iais diversos,,23000062557200986,Nacional,19,RENATO MARCOS SANDI SILVA,Pregoeiro,10/11/2009 08:00,Rod. 399 km 05 - Zona rural/RO,20/11/2009 10:00,10/11/2009 08:00,10/11/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000033/2006,15322905000332006,Eletrônico,Publicado,Pregão Eletrônico Execução de servi ços de perfuração e instalação de poços do ti po tubular profundo,,23000062477200688,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,05/12/2006 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,15/12/2006 10:00,05/12/2006 08:00,05/12/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000033/2007,15322905000332007,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de Mate rial de Construção, hidráulico e elétricos",,23000062471200791,Nacional,29,MARIA ROSA SANTOS SILVA,Pregoeira,18/10/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,30/10/2007 10:00,18/10/2007 08:00,18/10/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000033/2008,15322905000332008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mater iais e equipamentos para laboratorio de solos e plantas,,23000074458200866,Nacional,50,RENATO MARCOS SANDI SILVA,Pregoeiro,31/10/2008 08:00,Rodovia 399 km 05 zona rural - Zona rural/RO,12/11/2008 10:00,31/10/2008 08:00,31/10/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000033/2009,15322905000332009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de semen tes defensivos e materiais agropecuários,,23000062568200966,Nacional,132,RENATO MARCOS SANDI SILVA,Pregoeiro,12/11/2009 08:00,Rod. 399 km 05 - Zona rural/RO,24/11/2009 10:00,12/11/2009 08:00,12/11/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000034/2006,15322905000342006,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de mobiliario, bebedouros, eletroeletronicos e estaçao muscular",,23000062482200691,Nacional,12,JACKSON BEZERRA NUNES,Diretor do DAP,05/12/2006 08:00,Rodovia 399 km 05 - Zona rural/RO,15/12/2006 10:00,05/12/2006 08:00,05/12/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000034/2007,15322905000342007,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de Ferti lizantes, Herbicidas, adubos e outros",,23000062472200736,Nacional,25,MARIA ROSA SANTOS SILVA,Pregoeira,25/10/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,08/11/2007 10:00,25/10/2007 08:00,25/10/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000034/2008,15322905000342008,Presencial,Publicado,Contratação de Trator Esteira.Pá Carreg adeira e Caçamba,,23000074464200813,Nacional,3,VANDERLEI KUIPERS,Pregoeiro,12/11/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,,24/11/2008 09:00,12/11/2008,/licitacoes/id/licitacao/15322905000342008/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000034/2009,15322905000342009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mater ial de limpeza,,23000062581200915,Nacional,34,RENATO MARCOS SANDI SILVA,Pregoeiro,19/11/2009 08:30,Rod. 399 km 05 - Zona rural/RO,01/12/2009 10:00,19/11/2009 08:30,19/11/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000035/2007,15322905000352007,Eletrônico,Publicado,Pregão Eletrônico Serviço de Telefo nia Movel,,23000062545200790,Nacional,2,VANDERLEI  KUIPERS,Pregoeiro,12/11/2007 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 caixa postal 51 - Zona Rural/RO,23/11/2007 10:00,12/11/2007 08:00,12/11/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000035/2008,15322905000352008,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de lubri sicantes, Abarsivos e Outros",,23000074444200842,Nacional,21,VANDERLEI KUIPERS,Pregoeiro,10/11/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,20/11/2008 10:00,10/11/2008 08:00,10/11/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000035/2009,15322905000352009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mater sal de Construção e Outros,,23000062582200960,Nacional,112,VANDERLEI KUIPERS,Pregoeiro,25/11/2009 08:00,Instituto Federal de Rondônia Campus de Colorado do Oeste RO cx postal 51 - Zona Rural/RO,08/12/2009 10:00,25/11/2009 08:00,25/11/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000036/2007,15322905000362007,Eletrônico,Publicado,Pregão Eletrônico Aquisição Pintos e Outros,,23000062461200756,Nacional,8,VANDERLEI KUIPERS,Pregoeiro,12/11/2007 08:00,Escola Agrotecnica Federal de  Colorado Oeste Rod 399 Km 05 - Zona Rural/RO,23/11/2007 10:00,12/11/2007 08:00,12/11/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000036/2008,15322905000362008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de 04 (q uatro) veículos 0 km (zero quilômetro),,23000074476200848,Nacional,4,RENATO MARCOS SANDI SILVA,Pregoeiro,03/11/2008 08:00,Rod. 399 - km 05 - Zona rural/RO,14/11/2008 10:00,03/11/2008 08:00,03/11/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000036/2009,15322905000362009,Eletrônico,Publicado,Pregão Eletrônico Medicamentos Dive ssos,,23000062595200939,Nacional,77,VANDERLEI KUIPERS,Pregoeiro,27/11/2009 08:00,Instituto Federal de Rondonia Campus de Colorado do Oeste caixa postal 51 - Zona Rural/RO,09/12/2009 10:00,27/11/2009 08:00,27/11/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000037/2007,15322905000372007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Produ tos Alimenticios,,23000062548200723,Nacional,33,VANDERLEI KUIPERS,Pregoeiro,13/11/2007 08:00,Escola Agrotecnica Federal de Colorado do Oeste RO Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,26/11/2007 10:00,13/11/2007 08:00,13/11/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000037/2008,15322905000372008,Eletrônico,Publicado,Pregão Eletrônico Contratação de Ser viço de Elaboração de Projetos de Construçaõ,,23000074484200894,Nacional,2,VANDERLEI KUIPERS,Pregoeiro,14/11/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,27/11/2008 10:00,14/11/2008 08:00,14/11/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000037/2009,15322905000372009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de sêmen,,23000062599200917,Nacional,6,RENATO MARCOS SANDI SILVA,Pregoeiro,01/12/2009 08:00,Rod 399 Km 05 - Zona rural/RO,11/12/2009 10:00,01/12/2009 08:00,01/12/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000038/2007,15322905000382007,Eletrônico,Publicado,Pregão Eletrônico Serviço de Telefon ia Movel,,23000062545200790,Nacional,2,VANDERLEI KUIPERS,Pregoeiro,26/11/2007 08:00,Escola Agrotecnica Federal de Colorado do Oeste caixa postal 51_ROD 399 Km 05 - Zona Rural/RO,06/12/2007 10:00,26/11/2007 08:00,26/11/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000038/2008,15322905000382008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mater sais para a Agroindustria,,23000074490200841,Nacional,71,VANDERLEI KUIPERS,Pregoeiro,26/11/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,08/12/2008 11:00,26/11/2008 08:00,25/11/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000038/2009,15322905000382009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mater ial permanente para o abatedouro de aves,,23000062600200911,Nacional,14,RENATO MARCOS SANDI SILVA,Pregoeiro,01/12/2009 08:00,Rod 399 km 05 - Zona rural/RO,15/12/2009 10:00,01/12/2009 08:00,01/12/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000039/2007,15322905000392007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mater ial Permanete,,23000062589200710,Nacional,11,VANDERLEI KUIPERS,Pregoeiro,26/11/2007 08:00,Escola Agrotecnica Federal de Colorado do Oeste ROD 399 Km 05 Caixa postal 51 - Zona Rural/RO,06/12/2007 10:00,26/11/2007 08:00,26/11/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000039/2008,15322905000392008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mater ial de Expediente,,23000074495200874,Nacional,131,VANDERLEI KUIPERS,Pregoeiro,27/11/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal - Zona Rural/RO,09/12/2008 10:00,27/11/2008 08:00,27/11/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000039/2009,15322905000392009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mater ial de expediente,,23000062604200991,Nacional,9,RENATO MARCOS SANDI SILVA,Pregoeiro,01/12/2009 08:00,Rod.399 km 05 - Zonarural/RO,16/12/2009 10:00,01/12/2009 08:00,01/12/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000040/2008,15322905000402008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de micro computador,,23000074496200819,Nacional,1,RENATO MARCOS SANDI SILVA,Pregoeiro,21/11/2008 08:00,Rod 399 km 05 - Zona rural/RO,04/12/2008 10:00,21/11/2008 08:00,21/11/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000040/2009,15322905000402009,Eletrônico,Publicado,Pregão Eletrônico Contratação de Ser viço de Engenharia,,23000062614200927,Nacional,8,VANDERLEI KUIPERS,Pregoeiro,15/12/2009 08:00,Instituto Federal de Rondônia Campus de Colorado dio Oeste cx Postal 51 - Zona Rural/RO,28/12/2009 09:30,15/12/2009 08:00,15/12/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000041/2008,15322905000412008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mater sal de proteção e segurança,,23000074485200839,Nacional,30,RENATO MARCOS SANDI SILVA,Pregoeiro,21/11/2008 08:00,Rod 399 km 05 - Zona rural/RO,05/12/2008 10:00,21/11/2008 08:00,21/11/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000041/2009,15322905000412009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mater iais Diversos,,23000062613200982,Nacional,57,RENATO MARCOS SANDI SILVA,Pregoeiro,07/12/2009 08:00,Rod. 399 Km 05 - Zona rural/RO,17/12/2009 10:00,07/12/2009 08:00,07/12/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000042/2008,15322905000422008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de vacin a animal,,23000074483200840,Nacional,16,RENATO MARCOS SANDI SILVA,Pregoeiro,21/11/2008 08:00,Rod 399 km 05 - Zona rural/RO,03/12/2008 10:00,21/11/2008 08:00,21/11/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000042/2009,15322905000422009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Imple mentos Agriculas,,23000062645200988,Nacional,7,VANDERLEI KUIPERS,Pregoeiro,15/12/2009 08:00,Instituto Federal de Rondonia Campus de Colorado do Oeste cx postal 51 - Zona Rural/RO,28/12/2009 10:00,15/12/2009 08:00,15/12/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000043/2008,15322905000432008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de veicu los,,23000074503200882,Nacional,2,RENATO MARCOS SANDI SILVA,Pregoeiro,24/11/2008 08:00,Rod 399 km 05 - Zona rural/RO,08/12/2008 10:00,24/11/2008 08:00,24/11/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000043/2009,15322905000432009,Eletrônico,Publicado,Pregão Eletrônico Aquisção de Cortin a,,23000062657200911,Nacional,19,VANDERLEI KUIPERS,Pregoeiro,16/12/2009 08:00,Instituto Federal de Rondonia Campus de Colorado do Oeste cx postal 51 - Zona Rural/RO,29/12/2009 10:00,16/12/2009 08:00,16/12/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000044/2008,15322905000442008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de proje tor multimídia e tela de projeção,,23000074505200871,Nacional,4,RENATO MARCOS SANDI SILVA,Pregoeiro,24/11/2008 08:00,Rod 339 Km 05 - Zona rural/RO,08/12/2008 11:00,24/11/2008 08:00,24/11/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000044/2009,15322905000442009,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de produ sos agropecuários (ração, milho e farelo de soj a).",,23000062659200900,Nacional,32,RENATO MARCOS SANDI SILVA,Pregoeiro,16/12/2009 08:00,Rod 399 km 05 - Zona rural/RO,29/12/2009 10:00,16/12/2009 08:00,16/12/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000045/2008,15322905000452008,Eletrônico,Publicado,Pregão Eletrônico Contratação de Emp reza para Fornecimento de Equipamento e Instala ção de Camerasd de Monitoramento,,23000074504200827,Nacional,1,VANDERLEI KUIPERS,Pregoeiro,25/11/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,05/12/2008 10:00,25/11/2008 08:00,25/11/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000045/2009,15322905000452009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mobil iario e eletronicos,,23000062663200960,Nacional,19,VANDERLEI KUIPERS,Pregoeiro,16/12/2009 08:00,Instituto Federal de Rondonia Campus de Colorado do Oeste cx postal 51 - Zona Rural/RO,29/12/2009 09:30,16/12/2009 08:00,16/12/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000046/2008,15322905000462008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de carte iras universitárias,,23000074508200813,Nacional,1,RENATO MARCOS SANDI SILVA,Pregoeiro,27/11/2008 08:00,Rod 399 km 05 - Zona rural/RO,09/12/2008 10:00,27/11/2008 08:00,27/11/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000047/2008,15322905000472008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de ferra mentas e outros agropecuários,,23000074510200884,Nacional,96,RENATO MARCOS SANDI SILVA,Pregoeiro,03/12/2008 08:00,Rod 399 km 5 - Zona rural/RO,15/12/2008 10:00,03/12/2008 08:00,03/12/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000048/2008,15322905000482008,Eletrônico,Publicado,Pregão Eletrônico Telefonia Movel,,23000074506200816,Nacional,2,VANDERLEI KUIPERS,Pregoeiro,02/12/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,12/12/2008 10:00,02/12/2008 08:00,02/12/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000049/2008,15322905000492008,Eletrônico,Publicado,Pregão Eletrônico Aquisição e instal ação de aquecedor solar,,23000074520200810,Nacional,1,RENATO MARCOS SANDI SILVA,Pregoeiro,12/12/2008 08:00,Rod. 339 km 05 - Zona Rural/RO,24/12/2008 10:00,12/12/2008 08:00,12/12/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000050/2008,15322905000502008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Servi dor de Rede,,23000074521200864,Nacional,1,RENATO MARCOS SANDI SILVA,Pregoeiro,15/12/2008 08:00,Rod.339 km 05 - Zona Rural/RO,26/12/2008 10:00,15/12/2008 08:00,15/12/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000051/2008,15322905000512008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de siste ma de aquecimento solar,,23000074520200810,Nacional,1,RENATO MARCOS SANDI SILVA,Pregoeiro,15/12/2008 08:00,Rod 399 km 05 - Zona Rural/RO,26/12/2008 10:00,15/12/2008 08:00,15/12/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000052/2008,15322905000522008,Eletrônico,Publicado,Pregão Eletrônico Manutenção de Equi pamentos de Refrigeração,,23000074519200895,Nacional,3,VANDERLEI KUIPERS,Pregoeiro,16/12/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,29/12/2008 10:00,16/12/2008 08:00,16/12/2008
